source_ip,source_port,destination_port,honeypot,country
"178.245.186.135",9782,5555,"dionaea",
"188.166.3.86",46451,8080,"dionaea",
"101.22.131.91",43858,23,"dionaea",
"35.239.84.63",35390,800,"dionaea",
"35.239.84.63",53182,15660,"dionaea",
"35.239.84.63",59908,55055,"dionaea",
"35.239.84.63",36416,3404,"dionaea",
"35.239.84.63",45106,79,"dionaea",
"35.239.84.63",45496,1028,"dionaea",
"35.239.84.63",45656,1045,"dionaea",
"35.239.84.63",54332,3851,"dionaea",
"35.239.84.63",55438,222,"dionaea",
"35.239.84.63",55208,1073,"dionaea",
"35.239.84.63",45538,2099,"dionaea",
"35.239.84.63",48906,6346,"dionaea",
"35.239.84.63",39874,3880,"dionaea",
"35.239.84.63",52074,40911,"dionaea",
"35.239.84.63",45004,5120,"dionaea",
"35.239.84.63",46250,10616,"dionaea",
"35.239.84.63",36708,1058,"dionaea",
"35.239.84.63",58080,9002,"dionaea",
"35.239.84.63",46474,7,"dionaea",
"35.239.84.63",59642,1038,"dionaea",
"35.239.84.63",56436,7435,"dionaea",
"35.239.84.63",43054,4000,"dionaea",
"35.239.84.63",41312,4446,"dionaea",
"35.239.84.63",58024,31337,"dionaea",
"35.239.84.63",39938,2100,"dionaea",
"35.239.84.63",40612,3827,"dionaea",
"35.239.84.63",51402,8099,"dionaea",
"35.239.84.63",54514,8000,"dionaea",
"35.239.84.63",50846,6106,"dionaea",
"35.239.84.63",39642,1164,"dionaea",
"35.239.84.63",49106,6779,"dionaea",
"35.239.84.63",38590,19101,"dionaea",
"35.239.84.63",55592,1334,"dionaea",
"35.239.84.63",45524,6112,"dionaea",
"35.239.84.63",33742,16993,"dionaea",
"35.239.84.63",60804,1112,"dionaea",
"35.239.84.63",51194,9101,"dionaea",
"35.239.84.63",34252,4003,"dionaea",
"35.239.84.63",54478,2003,"dionaea",
"35.239.84.63",55790,49,"dionaea",
"35.239.84.63",39762,981,"dionaea",
"35.239.84.63",45148,1096,"dionaea",
"35.239.84.63",60328,625,"dionaea",
"35.239.84.63",47126,9001,"dionaea",
"35.239.84.63",44546,722,"dionaea",
"35.239.84.63",39392,48080,"dionaea",
"35.239.84.63",49936,1041,"dionaea",
"35.239.84.63",52042,683,"dionaea",
"35.239.84.63",45988,13456,"dionaea",
"35.239.84.63",35982,5815,"dionaea",
"35.239.84.63",36666,2045,"dionaea",
"35.239.84.63",41716,1082,"dionaea",
"35.239.84.63",53704,8300,"dionaea",
"35.239.84.63",49372,8443,"dionaea",
"35.239.84.63",41842,427,"dionaea",
"35.239.84.63",48258,1271,"dionaea",
"35.239.84.63",49598,666,"dionaea",
"35.239.84.63",60932,3006,"dionaea",
"35.239.84.63",57686,50300,"dionaea",
"35.239.84.63",46860,8290,"dionaea",
"35.239.84.63",46074,11110,"dionaea",
"35.239.84.63",55642,32780,"dionaea",
"35.239.84.63",51392,6123,"dionaea",
"35.239.84.63",59424,3998,"dionaea",
"35.239.84.63",45950,340,"dionaea",
"35.239.84.63",47848,3325,"dionaea",
"35.239.84.63",33108,5988,"dionaea",
"35.239.84.63",43536,1048,"dionaea",
"35.239.84.63",42252,9000,"dionaea",
"35.239.84.63",36730,3301,"dionaea",
"35.239.84.63",51506,2525,"dionaea",
"35.239.84.63",34614,30000,"dionaea",
"35.239.84.63",34160,1065,"dionaea",
"35.239.84.63",45376,70,"dionaea",
"35.239.84.63",58094,306,"dionaea",
"35.239.84.63",58440,7443,"dionaea",
"35.239.84.63",45374,17988,"dionaea",
"35.239.84.63",46638,6000,"dionaea",
"35.239.84.63",34328,2170,"dionaea",
"35.239.84.63",53594,987,"dionaea",
"35.239.84.63",60812,7627,"dionaea",
"35.239.84.63",36612,1010,"dionaea",
"35.239.84.63",43934,60443,"dionaea",
"35.239.84.63",40634,4006,"dionaea",
"35.239.84.63",58486,6101,"dionaea",
"35.239.84.63",43870,55600,"dionaea",
"35.239.84.63",52842,2041,"dionaea",
"35.239.84.63",58440,15002,"dionaea",
"35.239.84.63",60766,50003,"dionaea",
"35.239.84.63",54672,1187,"dionaea",
"35.239.84.63",45124,3390,"dionaea",
"35.239.84.63",49246,464,"dionaea",
"35.239.84.63",44062,5902,"dionaea",
"35.239.84.63",56978,8086,"dionaea",
"35.239.84.63",50072,6004,"dionaea",
"35.239.84.63",43358,5280,"dionaea",
"35.239.84.63",44370,3878,"dionaea",
"35.239.84.63",56638,8180,"dionaea",
"35.239.84.63",53698,1009,"dionaea",
"35.239.84.63",39938,1114,"dionaea",
"35.239.84.63",51280,5801,"dionaea",
"35.239.84.63",38198,4126,"dionaea",
"35.239.84.63",33310,5431,"dionaea",
"35.239.84.63",39426,458,"dionaea",
"35.239.84.63",52812,3828,"dionaea",
"35.239.84.63",41154,366,"dionaea",
"35.239.84.63",32898,2968,"dionaea",
"35.239.84.63",33004,668,"dionaea",
"35.239.84.63",42326,49153,"dionaea",
"35.239.84.63",44134,5550,"dionaea",
"35.239.84.63",44744,2381,"dionaea",
"35.239.84.63",42230,10001,"dionaea",
"35.239.84.63",50326,5911,"dionaea",
"35.239.84.63",32814,5555,"dionaea",
"35.239.84.63",50130,4001,"dionaea",
"35.239.84.63",46168,32783,"dionaea",
"35.239.84.63",58712,8007,"dionaea",
"35.239.84.63",45994,17877,"dionaea",
"35.239.84.63",37738,3005,"dionaea",
"35.239.84.63",48104,9081,"dionaea",
"35.239.84.63",53164,8193,"dionaea",
"35.239.84.63",45544,417,"dionaea",
"35.239.84.63",47706,5500,"dionaea",
"35.239.84.63",52700,7025,"dionaea",
"35.239.84.63",49382,10009,"dionaea",
"35.239.84.63",38322,163,"dionaea",
"35.239.84.63",51328,7496,"dionaea",
"35.239.84.63",50416,687,"dionaea",
"35.239.84.63",37970,646,"dionaea",
"35.239.84.63",52106,7019,"dionaea",
"35.239.84.63",46564,99,"dionaea",
"35.239.84.63",56072,2001,"dionaea",
"35.239.84.63",47474,1079,"dionaea",
"35.239.84.63",47112,1783,"dionaea",
"35.239.84.63",55154,1721,"dionaea",
"35.239.84.63",60452,32771,"dionaea",
"35.239.84.63",55578,5859,"dionaea",
"35.239.84.63",35292,1063,"dionaea",
"35.239.84.63",35066,8200,"dionaea",
"35.239.84.63",47620,3369,"dionaea",
"35.239.84.63",46378,52822,"dionaea",
"35.239.84.63",40560,2998,"dionaea",
"35.239.84.63",41470,62078,"dionaea",
"35.239.84.63",33342,2288,"dionaea",
"35.239.84.63",47290,9010,"dionaea",
"35.239.84.63",41396,1455,"dionaea",
"35.239.84.63",41146,2107,"dionaea",
"35.239.84.63",48364,1521,"dionaea",
"35.239.84.63",49640,14442,"dionaea",
"35.239.84.63",39500,7937,"dionaea",
"35.239.84.63",36894,14000,"dionaea",
"35.239.84.63",48458,2393,"dionaea",
"35.239.84.63",48610,4443,"dionaea",
"35.239.84.63",54714,1782,"dionaea",
"35.239.84.63",36952,5959,"dionaea",
"35.239.84.63",40886,1201,"dionaea",
"35.239.84.63",60018,1074,"dionaea",
"35.239.84.63",34932,3351,"dionaea",
"35.239.84.63",38142,1999,"dionaea",
"35.239.84.63",38386,9040,"dionaea",
"35.239.84.63",54990,8008,"dionaea",
"35.239.84.63",57484,2135,"dionaea",
"35.239.84.63",42818,4004,"dionaea",
"35.239.84.63",33134,2401,"dionaea",
"35.239.84.63",41006,9593,"dionaea",
"35.239.84.63",45812,2910,"dionaea",
"35.239.84.63",36614,15000,"dionaea",
"35.239.84.63",41642,85,"dionaea",
"35.239.84.63",55020,32781,"dionaea",
"35.239.84.63",39744,3801,"dionaea",
"35.239.84.63",57874,16000,"dionaea",
"35.239.84.63",52288,720,"dionaea",
"35.239.84.63",34554,6129,"dionaea",
"35.239.84.63",58534,40193,"dionaea",
"35.239.84.63",44022,2004,"dionaea",
"35.239.84.63",57308,1309,"dionaea",
"35.239.84.63",42950,9418,"dionaea",
"35.239.84.63",55546,555,"dionaea",
"35.239.84.63",44244,255,"dionaea",
"35.239.84.63",36954,10003,"dionaea",
"35.239.84.63",49014,9575,"dionaea",
"35.239.84.63",57748,8089,"dionaea",
"35.239.84.63",36262,1067,"dionaea",
"35.239.84.63",46022,16016,"dionaea",
"35.239.84.63",37454,15003,"dionaea",
"35.239.84.63",38164,89,"dionaea",
"35.239.84.63",41354,146,"dionaea",
"35.239.84.63",36084,5718,"dionaea",
"35.239.84.63",56210,1974,"dionaea",
"35.239.84.63",51090,7512,"dionaea",
"35.239.84.63",38780,10002,"dionaea",
"35.239.84.63",57184,1556,"dionaea",
"35.239.84.63",60438,3493,"dionaea",
"35.239.84.63",57608,9207,"dionaea",
"35.239.84.63",43942,2008,"dionaea",
"35.239.84.63",54562,6059,"dionaea",
"35.239.84.63",54078,1027,"dionaea",
"35.239.84.63",53160,1641,"dionaea",
"35.239.84.63",45778,64623,"dionaea",
"35.239.84.63",51448,1688,"dionaea",
"35.239.84.63",58666,1084,"dionaea",
"35.239.84.63",49416,545,"dionaea",
"35.239.84.63",48882,106,"dionaea",
"35.239.84.63",37058,2800,"dionaea",
"35.239.84.63",50670,52869,"dionaea",
"35.239.84.63",46082,24444,"dionaea",
"35.239.84.63",50330,2000,"dionaea",
"35.239.84.63",57922,1081,"dionaea",
"35.239.84.63",40882,1076,"dionaea",
"35.239.84.63",39146,873,"dionaea",
"35.239.84.63",34104,1092,"dionaea",
"35.239.84.63",44004,6005,"dionaea",
"35.239.84.63",57482,9485,"dionaea",
"35.239.84.63",45136,6156,"dionaea",
"35.239.84.63",35264,4005,"dionaea",
"35.239.84.63",59290,49152,"dionaea",
"35.239.84.63",47710,4111,"dionaea",
"35.239.84.63",40352,7002,"dionaea",
"35.239.84.63",51510,1037,"dionaea",
"35.239.84.63",35402,10626,"dionaea",
"35.239.84.63",40460,49158,"dionaea",
"35.239.84.63",42430,1043,"dionaea",
"35.239.84.63",57392,801,"dionaea",
"35.239.84.63",44706,2126,"dionaea",
"35.239.84.63",43266,1198,"dionaea",
"35.239.84.63",45484,50000,"dionaea",
"35.239.84.63",53050,55555,"dionaea",
"35.239.84.63",59788,5102,"dionaea",
"35.239.84.63",40238,593,"dionaea",
"35.239.84.63",33660,33354,"dionaea",
"35.239.84.63",40446,2323,"dionaea",
"35.239.84.63",57442,10617,"dionaea",
"35.239.84.63",53846,1000,"dionaea",
"35.239.84.63",51576,2200,"dionaea",
"35.239.84.63",49764,1105,"dionaea",
"35.239.84.63",41780,2366,"dionaea",
"35.239.84.63",46912,6881,"dionaea",
"35.239.84.63",57174,49156,"dionaea",
"35.239.84.63",54232,5901,"dionaea",
"35.239.84.63",54204,50500,"dionaea",
"35.239.84.63",43366,1147,"dionaea",
"35.239.84.63",56044,5357,"dionaea",
"35.239.84.63",51294,1580,"dionaea",
"35.239.84.63",42644,2005,"dionaea",
"35.239.84.63",44946,9050,"dionaea",
"35.239.84.63",40784,3905,"dionaea",
"35.239.84.63",57064,49999,"dionaea",
"35.239.84.63",36296,3003,"dionaea",
"35.239.84.63",50408,12265,"dionaea",
"35.239.84.63",43344,5989,"dionaea",
"35.239.84.63",35412,50001,"dionaea",
"35.239.84.63",58788,1059,"dionaea",
"35.239.84.63",36552,636,"dionaea",
"35.239.84.63",32774,1053,"dionaea",
"35.239.84.63",51400,2035,"dionaea",
"35.239.84.63",39026,1086,"dionaea",
"35.239.84.63",38008,32778,"dionaea",
"35.239.84.63",49640,1121,"dionaea",
"35.239.84.63",51072,5906,"dionaea",
"35.239.84.63",38210,1024,"dionaea",
"35.239.84.63",50218,5877,"dionaea",
"35.239.84.63",46848,5903,"dionaea",
"35.239.84.63",45376,83,"dionaea",
"35.239.84.63",45228,5100,"dionaea",
"35.239.84.63",44974,1186,"dionaea",
"35.239.84.63",59748,6389,"dionaea",
"35.239.84.63",50170,1021,"dionaea",
"35.239.84.63",47546,2717,"dionaea",
"35.239.84.63",42736,8085,"dionaea",
"35.239.84.63",33206,500,"dionaea",
"35.239.84.63",54320,35500,"dionaea",
"35.239.84.63",38070,5002,"dionaea",
"35.239.84.63",57132,13783,"dionaea",
"35.239.84.63",52074,27356,"dionaea",
"35.239.84.63",52972,512,"dionaea",
"35.239.84.63",54942,6003,"dionaea",
"35.239.84.63",53282,2383,"dionaea",
"35.239.84.63",37500,3261,"dionaea",
"35.239.84.63",46620,7920,"dionaea",
"35.239.84.63",36988,7100,"dionaea",
"35.239.84.63",53924,1104,"dionaea",
"35.239.84.63",49938,465,"dionaea",
"35.239.84.63",59130,1044,"dionaea",
"35.239.84.63",51584,50002,"dionaea",
"35.239.84.63",36944,90,"dionaea",
"35.239.84.63",55746,5080,"dionaea",
"35.239.84.63",46024,5101,"dionaea",
"35.239.84.63",56488,3914,"dionaea",
"35.239.84.63",59306,9090,"dionaea",
"35.239.84.63",50460,1166,"dionaea",
"35.239.84.63",35300,9220,"dionaea",
"35.239.84.63",55030,2869,"dionaea",
"35.239.84.63",41636,3826,"dionaea",
"35.239.84.63",45702,6502,"dionaea",
"35.239.84.63",35038,1097,"dionaea",
"35.239.84.63",52718,30951,"dionaea",
"35.239.84.63",54122,3918,"dionaea",
"35.239.84.63",40414,1030,"dionaea",
"35.239.84.63",45182,3690,"dionaea",
"35.239.84.63",47296,808,"dionaea",
"35.239.84.63",42152,10621,"dionaea",
"35.239.84.63",40914,24800,"dionaea",
"35.239.84.63",56730,5000,"dionaea",
"35.239.84.63",43234,5963,"dionaea",
"35.239.84.63",48594,901,"dionaea",
"35.239.84.63",48652,3986,"dionaea",
"35.239.84.63",37970,1011,"dionaea",
"35.239.84.63",55006,5802,"dionaea",
"35.239.84.63",40722,3809,"dionaea",
"35.239.84.63",36320,7004,"dionaea",
"35.239.84.63",51932,1234,"dionaea",
"35.239.84.63",56746,20222,"dionaea",
"35.239.84.63",58992,3168,"dionaea",
"35.239.84.63",58016,2190,"dionaea",
"35.239.84.63",54252,144,"dionaea",
"35.239.84.63",39992,3476,"dionaea",
"35.239.84.63",58270,1070,"dionaea",
"35.239.84.63",55776,5405,"dionaea",
"35.239.84.63",38106,19,"dionaea",
"35.239.84.63",52386,9595,"dionaea",
"35.239.84.63",55454,5910,"dionaea",
"35.239.84.63",46064,49175,"dionaea",
"35.239.84.63",52668,100,"dionaea",
"35.239.84.63",44796,1761,"dionaea",
"35.239.84.63",43946,45100,"dionaea",
"35.239.84.63",52464,2161,"dionaea",
"35.239.84.63",39670,6969,"dionaea",
"35.239.84.63",48544,13782,"dionaea",
"35.239.84.63",48004,1801,"dionaea",
"35.239.84.63",43818,1311,"dionaea",
"35.239.84.63",53618,3333,"dionaea",
"35.239.84.63",53654,56738,"dionaea",
"35.239.84.63",37974,3800,"dionaea",
"35.239.84.63",57956,9071,"dionaea",
"35.239.84.63",34758,1083,"dionaea",
"35.239.84.63",52450,254,"dionaea",
"35.239.84.63",44798,4224,"dionaea",
"35.239.84.63",33580,5678,"dionaea",
"35.239.84.63",35226,5560,"dionaea",
"35.239.84.63",48048,301,"dionaea",
"35.239.84.63",55936,1107,"dionaea",
"35.239.84.63",42164,21571,"dionaea",
"35.239.84.63",33796,20031,"dionaea",
"35.239.84.63",34580,1594,"dionaea",
"35.239.84.63",44912,18040,"dionaea",
"35.239.84.63",34158,8083,"dionaea",
"35.239.84.63",56836,4129,"dionaea",
"35.239.84.63",55654,119,"dionaea",
"35.239.84.63",56926,10000,"dionaea",
"35.239.84.63",35940,49160,"dionaea",
"35.239.84.63",41284,5510,"dionaea",
"35.239.84.63",41386,524,"dionaea",
"35.239.84.63",40782,1875,"dionaea",
"35.239.84.63",48676,1174,"dionaea",
"35.239.84.63",44788,26214,"dionaea",
"35.239.84.63",53656,3372,"dionaea",
"35.239.84.63",38600,9666,"dionaea",
"35.239.84.63",38240,1524,"dionaea",
"35.239.84.63",44722,9968,"dionaea",
"35.239.84.63",35642,5962,"dionaea",
"35.239.84.63",37966,5214,"dionaea",
"35.239.84.63",56880,50389,"dionaea",
"35.239.84.63",44662,2394,"dionaea",
"35.239.84.63",56656,8087,"dionaea",
"35.239.84.63",46750,726,"dionaea",
"35.239.84.63",55198,2009,"dionaea",
"35.239.84.63",38540,1132,"dionaea",
"35.239.84.63",50466,5925,"dionaea",
"35.239.84.63",49764,1248,"dionaea",
"35.239.84.63",60298,1947,"dionaea",
"35.239.84.63",57474,7777,"dionaea",
"35.239.84.63",34912,6668,"dionaea",
"35.239.84.63",38126,30718,"dionaea",
"35.239.84.63",47320,8651,"dionaea",
"35.239.84.63",59932,9003,"dionaea",
"35.239.84.63",50522,3737,"dionaea",
"35.239.84.63",49922,5298,"dionaea",
"35.239.84.63",48118,9876,"dionaea",
"35.239.84.63",43198,5004,"dionaea",
"35.239.84.63",36122,3077,"dionaea",
"35.239.84.63",48584,52848,"dionaea",
"35.239.84.63",56904,6,"dionaea",
"35.239.84.63",49322,1035,"dionaea",
"35.239.84.63",43584,33,"dionaea",
"35.239.84.63",36412,1900,"dionaea",
"35.239.84.63",46636,109,"dionaea",
"35.239.84.63",51236,32769,"dionaea",
"35.239.84.63",37812,63331,"dionaea",
"35.239.84.63",53792,898,"dionaea",
"35.239.84.63",44668,843,"dionaea",
"35.239.84.63",45650,49400,"dionaea",
"35.239.84.63",54672,3000,"dionaea",
"35.239.84.63",47590,2701,"dionaea",
"35.239.84.63",33164,5221,"dionaea",
"35.239.84.63",59392,264,"dionaea",
"35.239.84.63",41064,8002,"dionaea",
"35.239.84.63",60532,2065,"dionaea",
"35.239.84.63",57566,8100,"dionaea",
"35.239.84.63",60444,16113,"dionaea",
"35.239.84.63",44532,2967,"dionaea",
"35.239.84.63",48366,49155,"dionaea",
"35.239.84.63",42300,648,"dionaea",
"35.239.84.63",50258,777,"dionaea",
"35.239.84.63",49072,3689,"dionaea",
"35.239.84.63",39442,3871,"dionaea",
"35.239.84.63",59312,16001,"dionaea",
"35.239.84.63",37808,6547,"dionaea",
"35.239.84.63",47492,3269,"dionaea",
"35.239.84.63",36254,4444,"dionaea",
"185.244.25.164",44109,8088,"dionaea",
"209.141.56.95",43008,8088,"dionaea",
"194.55.142.100",51422,54017,"dionaea",
"103.242.46.135",35477,23,"dionaea",
"209.141.35.236",47263,8088,"dionaea",
"209.141.35.236",60154,8088,"dionaea",
"176.119.7.14",56459,17049,"dionaea",
"185.244.25.164",46841,8088,"dionaea",
"176.119.7.22",56700,44590,"dionaea",
"46.101.199.124",54468,8088,"dionaea",
"138.68.65.19",50342,8088,"dionaea",
"142.93.204.158",36983,8088,"dionaea",
"185.244.25.164",55647,8088,"dionaea",
"209.97.152.146",47454,8088,"dionaea",
"176.119.4.51",55189,43895,"dionaea",
"205.185.119.229",50074,8088,"dionaea",
"138.68.65.19",34528,8088,"dionaea",
"198.108.67.37",36315,5901,"dionaea",
"46.101.128.119",48708,8088,"dionaea",
"198.108.67.32",34018,5060,"dionaea",
"198.108.67.32",57978,5060,"dionaea",
"198.108.67.32",57978,5060,"dionaea",
"198.108.67.32",46070,5060,"dionaea",
"198.108.67.32",46070,5060,"dionaea",
"198.108.67.32",34018,5060,"dionaea",
"185.124.34.78",38042,23,"dionaea",
"176.119.4.53",56377,3222,"dionaea",
"138.68.71.163",36686,8088,"dionaea",
"178.62.41.160",59057,8088,"dionaea",
"209.141.56.95",46361,8088,"dionaea",
"185.244.25.164",52880,8088,"dionaea",
"176.119.4.39",59208,36584,"dionaea",
"39.42.78.112",686,8080,"dionaea",
"185.244.25.164",33050,8088,"dionaea",
"209.141.56.95",50187,8088,"dionaea",
"5.8.54.27",58126,8088,"dionaea",
"109.242.236.76",15822,23,"dionaea",
"209.97.152.146",59769,8088,"dionaea",
"176.119.7.10",56578,44222,"dionaea",
"194.28.115.243",53562,3403,"dionaea",
"78.128.112.14",52928,6610,"dionaea",
"209.141.35.236",60900,8088,"dionaea",
"46.101.199.124",44949,8088,"dionaea",
"176.119.7.50",41243,7357,"dionaea",
"46.101.208.222",37677,8088,"dionaea",
"68.183.123.55",42416,8088,"dionaea",
"185.8.50.73",52036,8088,"dionaea",
"209.141.35.236",34808,8088,"dionaea",
"176.119.7.10",56578,44223,"dionaea",
"185.244.25.164",51968,8088,"dionaea",
"92.53.90.232",53407,1544,"dionaea",
"194.28.115.243",53562,50000,"dionaea",
"68.183.123.55",53947,8088,"dionaea",
"178.62.41.160",37835,8088,"dionaea",
"182.112.172.36",49116,23,"dionaea",
"80.211.11.13",56954,8088,"dionaea",
"185.244.25.164",34311,8088,"dionaea",
"188.17.23.151",50639,23,"dionaea",
"185.153.197.207",44071,3496,"dionaea",
"176.119.7.62",40617,55007,"dionaea",
"80.211.11.13",57745,8088,"dionaea",
"201.182.217.80",14814,8080,"dionaea",
"95.57.48.94",13369,23,"dionaea",
"209.141.56.95",59191,8088,"dionaea",
"95.57.48.94",13369,23,"dionaea",
"45.56.91.118",42184,53,"dionaea",
"95.57.48.94",13369,23,"dionaea",
"88.251.123.142",32661,2323,"dionaea",
"185.8.50.73",53086,8088,"dionaea",
"185.143.221.16",52090,3382,"dionaea",
"68.183.123.55",34698,8088,"dionaea",
"209.141.35.236",39478,8088,"dionaea",
"176.119.7.30",51899,18472,"dionaea",
"138.68.71.163",56835,8088,"dionaea",
"46.101.199.124",43349,8088,"dionaea",
"185.244.25.164",45681,8088,"dionaea",
"142.93.204.158",34527,8088,"dionaea",
"185.244.25.164",40919,8088,"dionaea",
"5.188.206.22",59230,5333,"dionaea",
"209.141.56.95",45251,8088,"dionaea",
"209.141.35.236",54306,8088,"dionaea",
"176.119.4.18",44828,3775,"dionaea",
"163.172.227.193",58205,5038,"dionaea",
"60.47.54.176",37338,88,"dionaea",
"142.93.204.158",59485,8088,"dionaea",
"138.68.65.19",57068,8088,"dionaea",
"185.222.210.5",58256,3318,"dionaea",
"185.153.197.207",44071,3500,"dionaea",
"178.62.41.160",47965,8088,"dionaea",
"31.210.210.57",29058,23,"dionaea",
"198.108.67.32",44836,5060,"dionaea",
"198.108.67.32",44836,5060,"dionaea",
"198.108.67.32",63732,5060,"dionaea",
"198.108.67.32",63732,5060,"dionaea",
"198.108.67.32",54364,5060,"dionaea",
"198.108.67.32",54364,5060,"dionaea",
"138.68.65.19",39576,8088,"dionaea",
"176.119.7.34",52019,30834,"dionaea",
"68.183.123.55",39863,8088,"dionaea",
"138.68.65.19",44115,8088,"dionaea",
"77.72.85.8",46121,3340,"dionaea",
"185.244.25.164",43412,8088,"dionaea",
"138.68.71.163",43795,8088,"dionaea",
"185.244.25.164",42173,8088,"dionaea",
"46.101.9.8",45573,8088,"dionaea",
"78.128.112.14",52928,4725,"dionaea",
"178.62.41.160",48686,8088,"dionaea",
"46.101.9.8",46680,8088,"dionaea",
"209.141.56.95",38976,8088,"dionaea",
"209.141.56.95",46025,8088,"dionaea",
"46.101.208.222",38537,8088,"dionaea",
"92.53.90.182",47211,5833,"dionaea",
"86.122.142.160",18379,81,"dionaea",
"71.6.199.23",16655,3388,"dionaea",
"209.141.35.236",38558,8088,"dionaea",
"46.101.128.119",51796,8088,"dionaea",
"209.141.35.236",35322,8088,"dionaea",
"185.172.110.206",60728,81,"dionaea",
"46.101.199.124",54969,8088,"dionaea",
"194.28.115.243",53562,8389,"dionaea",
"209.97.152.146",43408,8088,"dionaea",
"185.244.25.164",57306,8088,"dionaea",
"197.43.128.239",13254,23,"dionaea",
"185.244.25.164",56825,8088,"dionaea",
"194.28.115.245",54402,63389,"dionaea",
"92.53.90.212",47198,5818,"dionaea",
"80.211.254.249",38704,81,"dionaea",
"31.192.108.69",51100,3382,"dionaea",
"46.101.199.124",56149,8088,"dionaea",
"198.108.67.44",64044,8082,"dionaea",
"68.183.123.55",42623,8088,"dionaea",
"80.211.11.13",37584,8088,"dionaea",
"209.97.152.146",41870,8088,"dionaea",
"185.8.50.73",33259,8088,"dionaea",
"176.119.4.37",42568,21164,"dionaea",
"80.211.11.13",56536,8088,"dionaea",
"46.101.9.8",36540,8088,"dionaea",
"185.244.25.164",48451,8088,"dionaea",
"185.153.198.249",46068,4040,"dionaea",
"209.141.35.236",46537,8088,"dionaea",
"139.162.65.76",41393,102,"dionaea",
"185.244.25.164",34992,8088,"dionaea",
"203.218.16.167",13750,23,"dionaea",
"107.170.205.106",48163,631,"dionaea",
"46.101.9.8",48709,8088,"dionaea",
"178.62.41.160",48002,8088,"dionaea",
"138.68.65.19",36828,8088,"dionaea",
"188.166.3.86",39972,8088,"dionaea",
"209.141.35.236",55398,8088,"dionaea",
"185.8.50.73",49919,8088,"dionaea",
"176.119.4.51",55189,43894,"dionaea",
"221.230.7.85",52333,23,"dionaea",
"185.244.25.164",35427,8088,"dionaea",
"107.170.205.106",49527,631,"dionaea",
"178.62.41.160",45844,8088,"dionaea",
"78.128.112.94",50308,9242,"dionaea",
"188.166.3.86",44762,8088,"dionaea",
"142.93.204.158",41764,8088,"dionaea",
"209.141.56.95",60642,8088,"dionaea",
"185.8.50.73",37395,8088,"dionaea",
"209.141.56.95",50641,8088,"dionaea",
"36.66.105.159",39516,8080,"dionaea",
"46.101.208.222",57547,8088,"dionaea",
"176.119.7.50",41243,7389,"dionaea",
"209.141.35.236",51257,8088,"dionaea",
"103.78.132.4",54788,5357,"dionaea",
"176.119.7.62",42415,33400,"dionaea",
"60.217.72.12",52231,36765,"dionaea",
"176.119.1.206",51202,20000,"dionaea",
"185.244.25.164",53169,8088,"dionaea",
"209.141.35.236",48576,8088,"dionaea",
"138.68.71.163",41655,8088,"dionaea",
"42.227.128.159",12082,23,"dionaea",
"68.183.123.55",54607,8088,"dionaea",
"176.119.7.62",42415,33400,"dionaea",
"46.101.9.8",33394,8088,"dionaea",
"185.244.25.164",49027,8088,"dionaea",
"176.119.4.56",56322,3309,"dionaea",
"138.68.71.163",55538,8088,"dionaea",
"142.93.204.158",53916,8088,"dionaea",
"176.119.7.2",56088,21999,"dionaea",
"68.183.123.55",51074,8088,"dionaea",
"194.28.115.245",54402,33689,"dionaea",
"46.101.9.8",38040,8088,"dionaea",
"46.101.208.222",38783,8088,"dionaea",
"185.244.25.164",51989,8088,"dionaea",
"209.97.152.146",41222,8088,"dionaea",
"195.211.213.8",63931,445,"dionaea",
"195.211.213.8",49930,445,"dionaea",
"80.211.11.13",41026,8088,"dionaea",
"185.244.25.164",42108,8088,"dionaea",
"176.119.7.38",57539,17458,"dionaea",
"71.6.146.186",28109,37,"dionaea",
"209.141.56.95",50782,8088,"dionaea",
"209.141.56.95",39708,8088,"dionaea",
"80.211.11.13",42327,8088,"dionaea",
"41.47.185.149",2370,23,"dionaea",
"176.119.4.27",42877,9326,"dionaea",
"209.141.35.236",41212,8088,"dionaea",
"77.72.85.185",55822,3411,"dionaea",
"176.119.1.206",51202,17000,"dionaea",
"176.119.4.9",42224,11526,"dionaea",
"209.97.152.146",43077,8088,"dionaea",
"68.183.123.55",55378,8088,"dionaea",
"205.185.119.229",56683,8088,"dionaea",
"209.141.35.236",43096,8088,"dionaea",
"188.166.3.86",54679,8088,"dionaea",
"185.8.50.73",54988,8088,"dionaea",
"188.166.3.86",43324,8088,"dionaea",
"92.53.90.181",53428,1560,"dionaea",
"176.119.4.18",44828,3731,"dionaea",
"195.211.213.8",50736,445,"dionaea",
"185.244.25.164",41465,8088,"dionaea",
"195.211.213.8",50892,445,"dionaea",
"195.211.213.8",50890,445,"dionaea",
"195.211.213.8",50979,445,"dionaea",
"195.211.213.8",50977,445,"dionaea",
"68.183.123.55",41964,8088,"dionaea",
"100.12.111.217",8747,23,"dionaea",
"80.211.254.249",50553,81,"dionaea",
"46.101.199.124",59136,8088,"dionaea",
"178.62.41.160",41628,8088,"dionaea",
"142.93.204.158",57212,8088,"dionaea",
"209.141.56.95",47772,8088,"dionaea",
"131.100.127.2",59855,3389,"dionaea",
"185.244.25.164",39201,8088,"dionaea",
"104.248.216.219",55547,8080,"dionaea",
