source_ip,source_port,destination_port,honeypot,country
"138.68.65.19",41509,8088,"dionaea",
"68.183.123.55",44212,8088,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"163.47.212.245",38139,8080,"dionaea",
"185.8.50.73",38519,8088,"dionaea",
"209.141.35.236",54474,8088,"dionaea",
"209.141.56.95",47690,8088,"dionaea",
"80.211.11.13",52168,8088,"dionaea",
"185.244.25.164",38580,8088,"dionaea",
"196.52.43.131",58401,23,"dionaea",
"92.53.90.177",53457,1656,"dionaea",
"142.93.204.158",39937,8088,"dionaea",
"185.244.25.164",53596,8088,"dionaea",
"178.62.41.160",44991,8088,"dionaea",
"194.28.115.245",51422,33895,"dionaea",
"80.82.77.33",25653,9418,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"46.101.208.222",36452,8088,"dionaea",
"60.178.190.104",48189,5555,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"146.0.75.230",55001,45000,"dionaea",
"188.19.62.43",1410,23,"dionaea",
"46.101.9.8",39794,8088,"dionaea",
"194.28.115.245",51422,5872,"dionaea",
"73.138.68.118",32923,23,"dionaea",
"185.244.25.164",56871,8088,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"185.8.50.73",48777,8088,"dionaea",
"209.141.35.236",60797,8088,"dionaea",
"46.101.199.124",44748,8088,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"61.219.158.13",55751,445,"dionaea",
"209.141.56.95",47850,8088,"dionaea",
"106.75.84.197",56147,4786,"dionaea",
"5.141.75.111",15098,23,"dionaea",
"5.141.75.111",15098,23,"dionaea",
"185.244.25.164",60296,8088,"dionaea",
"205.185.119.229",42597,8088,"dionaea",
"68.183.123.55",55746,8088,"dionaea",
"176.119.4.27",50760,24222,"dionaea",
"61.219.158.13",62488,445,"dionaea",
"61.219.158.13",62477,445,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"61.219.158.13",64790,445,"dionaea",
"80.211.11.13",48336,8088,"dionaea",
"86.35.252.53",9253,2323,"dionaea",
"23.239.20.53",54085,9999,"dionaea",
"176.119.4.60",45629,50043,"dionaea",
"209.141.35.236",60291,8088,"dionaea",
"209.141.56.95",59696,8088,"dionaea",
"188.166.3.86",52885,8080,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"46.101.199.124",52264,8088,"dionaea",
"68.183.123.55",45312,8088,"dionaea",
"185.8.50.73",57743,8088,"dionaea",
"109.75.35.166",36420,23,"dionaea",
"176.119.4.18",44828,3777,"dionaea",
"194.28.115.245",45522,3396,"dionaea",
"201.13.174.10",45897,80,"dionaea",
"176.119.4.60",45629,50029,"dionaea",
"42.237.25.90",28117,23,"dionaea",
"138.68.71.163",53393,8088,"dionaea",
"185.244.25.164",51631,8088,"dionaea",
"209.141.56.95",53057,8088,"dionaea",
"188.166.3.86",43721,8080,"dionaea",
"193.29.13.25",52736,33382,"dionaea",
"212.129.26.82",5118,5060,"dionaea",
"45.77.87.235",40472,3389,"dionaea",
"138.68.65.19",54045,8088,"dionaea",
"178.46.13.35",50984,23,"dionaea",
"5.8.54.27",48208,8088,"dionaea",
"36.85.45.104",55222,23,"dionaea",
"68.183.123.55",53189,8088,"dionaea",
"176.119.7.62",46683,5164,"dionaea",
"178.62.41.160",38306,8088,"dionaea",
"185.244.25.164",42595,8088,"dionaea",
"80.211.11.13",39230,8088,"dionaea",
"142.93.204.158",37424,8088,"dionaea",
"185.255.31.14",46546,1011,"dionaea",
"209.141.35.236",57975,8088,"dionaea",
"185.244.25.164",37196,8088,"dionaea",
"209.141.56.95",44394,8088,"dionaea",
"188.166.73.243",36272,8088,"dionaea",
"189.142.55.87",17116,23,"dionaea",
"185.8.50.73",47949,8088,"dionaea",
"82.62.120.120",46295,23,"dionaea",
"68.183.123.55",43514,8088,"dionaea",
"194.28.115.243",44623,33896,"dionaea",
"138.68.71.163",43165,8088,"dionaea",
"72.177.44.22",38872,83,"dionaea",
"185.244.25.164",40963,8088,"dionaea",
"209.141.56.95",45571,8088,"dionaea",
"188.166.3.86",58017,8080,"dionaea",
"118.121.81.2",21067,25,"dionaea",
"139.162.197.24",50597,8088,"dionaea",
"185.244.25.164",53964,8088,"dionaea",
"185.8.50.73",58931,8088,"dionaea",
"209.141.35.236",59481,8088,"dionaea",
"46.101.9.8",41457,8088,"dionaea",
"46.101.9.8",33006,8088,"dionaea",
"154.148.23.128",6238,5555,"dionaea",
"80.211.11.13",59876,8088,"dionaea",
"198.108.67.40",33207,7493,"dionaea",
"185.244.25.164",42519,8088,"dionaea",
"68.183.123.55",60999,8088,"dionaea",
"46.101.128.119",41299,8088,"dionaea",
"176.119.7.62",44885,207,"dionaea",
"46.101.199.124",40691,8088,"dionaea",
"177.159.21.167",23032,23,"dionaea",
"178.62.41.160",47860,8088,"dionaea",
"209.141.56.95",54588,8088,"dionaea",
"209.141.35.236",54265,8088,"dionaea",
"212.75.202.182",20,8080,"dionaea",
"185.244.25.164",58621,8088,"dionaea",
"138.68.65.19",45414,8088,"dionaea",
"68.183.123.55",55451,8088,"dionaea",
"188.166.73.243",41972,8088,"dionaea",
"223.78.75.195",37724,23,"dionaea",
"178.62.41.160",42404,8088,"dionaea",
"185.8.50.73",37413,8088,"dionaea",
"46.101.199.124",33178,8088,"dionaea",
"209.141.35.236",50209,8088,"dionaea",
"176.119.4.53",43141,10000,"dionaea",
"142.93.204.158",36688,8088,"dionaea",
"138.68.71.163",56943,8088,"dionaea",
"198.108.66.32",37534,80,"dionaea",
"121.172.43.234",49201,23,"dionaea",
"185.244.25.164",53059,8088,"dionaea",
"80.211.11.13",45143,8088,"dionaea",
"5.188.206.22",59230,7001,"dionaea",
"209.141.56.95",35019,8088,"dionaea",
"194.28.115.243",44623,7001,"dionaea",
"142.93.204.158",53120,8088,"dionaea",
"46.101.208.222",41810,8088,"dionaea",
"208.100.26.228",41643,5222,"dionaea",
"185.244.25.164",57441,8088,"dionaea",
"68.183.123.55",40438,8088,"dionaea",
"194.28.115.243",44623,55588,"dionaea",
"138.68.65.19",36341,8088,"dionaea",
"185.8.50.73",47184,8088,"dionaea",
"138.68.71.163",35285,8088,"dionaea",
"188.166.3.86",49010,8080,"dionaea",
"209.97.152.146",34675,8088,"dionaea",
"176.119.4.53",43141,2100,"dionaea",
"185.244.25.164",38951,8088,"dionaea",
"209.141.56.95",36481,8088,"dionaea",
"209.141.35.236",38975,8088,"dionaea",
"198.108.67.40",25684,8031,"dionaea",
"46.101.199.124",57153,8088,"dionaea",
"185.244.25.164",32863,8088,"dionaea",
"188.166.3.86",47051,8080,"dionaea",
"68.183.123.55",33652,8088,"dionaea",
"46.101.9.8",51461,8088,"dionaea",
"139.199.183.130",64140,445,"dionaea",
"80.211.11.13",54920,8088,"dionaea",
"75.148.188.233",29872,23,"dionaea",
"176.119.4.27",45294,24221,"dionaea",
"188.166.73.243",46514,8088,"dionaea",
"80.211.92.62",52002,8088,"dionaea",
"139.199.183.130",50311,445,"dionaea",
"139.199.183.130",50266,445,"dionaea",
"185.244.25.164",59380,8088,"dionaea",
"209.141.35.236",35925,8088,"dionaea",
"185.200.118.76",45255,3128,"dionaea",
"188.166.3.86",40121,8080,"dionaea",
"139.199.183.130",50431,445,"dionaea",
"35.237.244.91",44923,3389,"dionaea",
"178.62.41.160",36602,8088,"dionaea",
"209.141.56.95",39890,8088,"dionaea",
"185.244.25.164",42177,8088,"dionaea",
"194.28.115.245",45522,3303,"dionaea",
"198.108.67.40",36309,9091,"dionaea",
"31.11.228.66",7178,85,"dionaea",
"209.141.35.236",49572,8088,"dionaea",
"46.101.9.8",57932,8088,"dionaea",
"142.93.204.158",33284,8088,"dionaea",
"198.108.67.45",13490,2077,"dionaea",
"185.244.25.164",55623,8088,"dionaea",
"138.68.71.163",39185,8088,"dionaea",
"185.255.31.14",46546,803,"dionaea",
"188.166.3.86",46552,8080,"dionaea",
"68.183.123.55",39961,8088,"dionaea",
"194.28.115.245",45522,3397,"dionaea",
"125.129.217.39",56695,8080,"dionaea",
"209.97.152.146",36730,8088,"dionaea",
"185.8.50.73",59545,8088,"dionaea",
"188.166.3.86",55887,8080,"dionaea",
"209.141.35.236",44989,8088,"dionaea",
"185.244.25.164",48582,8088,"dionaea",
"205.185.119.229",33144,8088,"dionaea",
"104.248.216.219",35264,8080,"dionaea",
"79.106.16.18",37856,8080,"dionaea",
"188.166.73.243",59775,8088,"dionaea",
"185.94.111.1",58340,13331,"dionaea",
"139.162.65.55",43394,53,"dionaea",
"68.183.123.55",38631,8088,"dionaea",
"209.141.56.95",47085,8088,"dionaea",
"46.101.208.222",60051,8088,"dionaea",
"185.244.25.164",44165,8088,"dionaea",
"176.119.4.27",43327,33614,"dionaea",
"103.30.84.252",10040,8080,"dionaea",
"46.101.128.119",33831,8088,"dionaea",
"46.101.208.222",49323,8088,"dionaea",
"209.141.35.236",50064,8088,"dionaea",
"185.244.25.164",38755,8088,"dionaea",
"138.68.71.163",54879,8088,"dionaea",
"74.82.47.48",34579,30005,"dionaea",
"188.166.3.86",40287,8080,"dionaea",
"137.74.85.137",41499,3389,"dionaea",
"188.166.3.86",57512,8080,"dionaea",
"46.101.199.124",47128,8088,"dionaea",
"185.244.25.164",47267,8088,"dionaea",
"5.8.54.27",42683,8088,"dionaea",
"178.62.41.160",39432,8088,"dionaea",
"139.162.99.58",42945,808,"dionaea",
"188.166.73.243",36155,8088,"dionaea",
"80.211.11.13",44476,8088,"dionaea",
"209.141.56.95",52732,8088,"dionaea",
"209.141.35.236",36675,8088,"dionaea",
"176.119.7.62",43087,2785,"dionaea",
"68.183.123.55",55479,8088,"dionaea",
"185.8.50.73",41275,8088,"dionaea",
"46.101.199.124",56235,8088,"dionaea",
"185.244.25.164",33513,8088,"dionaea",
"205.185.119.229",59704,8088,"dionaea",
"198.108.67.44",26719,2376,"dionaea",
"142.93.204.158",36740,8088,"dionaea",
"185.8.50.73",40812,8088,"dionaea",
"185.244.25.164",50004,8088,"dionaea",
"103.255.5.249",16383,5555,"dionaea",
"46.101.128.119",44653,8088,"dionaea",
"187.116.82.193",19824,8080,"dionaea",
"138.68.71.163",36503,8088,"dionaea",
"209.141.35.236",48383,8088,"dionaea",
"59.16.15.230",44883,23,"dionaea",
"46.101.9.8",54946,8088,"dionaea",
"24.143.48.36",62045,23,"dionaea",
"185.244.25.164",47782,8088,"dionaea",
"194.28.115.245",45522,33389,"dionaea",
"209.141.35.236",41454,8088,"dionaea",
"92.16.119.148",55322,23,"dionaea",
"188.166.73.243",55080,8088,"dionaea",
"176.119.4.18",44828,3609,"dionaea",
"107.170.217.227",55492,389,"dionaea",
"194.28.115.245",45522,3377,"dionaea",
"80.211.11.13",60595,8088,"dionaea",
"209.141.56.95",35168,8088,"dionaea",
"115.171.38.229",33667,5555,"dionaea",
"68.183.123.55",52097,8088,"dionaea",
"5.188.206.22",59230,15000,"dionaea",
"188.166.3.86",46669,8080,"dionaea",
"209.97.152.146",37465,8088,"dionaea",
"187.57.116.117",59793,80,"dionaea",
"178.62.41.160",33694,8088,"dionaea",
"83.209.247.150",10178,23,"dionaea",
"138.68.65.19",36258,8088,"dionaea",
"176.109.186.246",65284,23,"dionaea",
"209.141.35.236",36031,8088,"dionaea",
"191.254.102.27",38545,8080,"dionaea",
"194.28.115.245",45522,19999,"dionaea",
"138.68.65.19",35377,8088,"dionaea",
"219.138.49.167",45261,2231,"dionaea",
"171.241.25.204",3870,23,"dionaea",
"185.244.25.164",57089,8088,"dionaea",
"194.28.115.245",45522,25623,"dionaea",
"185.8.50.73",37929,8088,"dionaea",
"188.166.3.86",36557,8080,"dionaea",
"185.244.25.164",48724,8088,"dionaea",
"46.101.208.222",50174,8088,"dionaea",
"80.211.92.62",44061,8088,"dionaea",
"178.62.41.160",51853,8088,"dionaea",
"209.141.56.95",39426,8088,"dionaea",
"68.183.123.55",49619,8088,"dionaea",
"46.101.9.8",38997,8088,"dionaea",
"209.141.35.236",50265,8088,"dionaea",
"142.93.204.158",56727,8088,"dionaea",
"68.183.123.55",35215,8088,"dionaea",
"46.101.199.124",35107,8088,"dionaea",
"1.190.246.90",52753,6379,"dionaea",
"185.244.25.164",52236,8088,"dionaea",
"80.211.11.13",35703,8088,"dionaea",
"87.204.153.83",38135,23,"dionaea",
"185.8.50.73",40959,8088,"dionaea",
"188.166.73.243",33025,8088,"dionaea",
"209.141.35.236",59961,8088,"dionaea",
"41.45.249.16",35086,23,"dionaea",
"188.166.3.86",46635,8080,"dionaea",
"176.119.4.18",44828,3678,"dionaea",
"46.101.128.119",40353,8088,"dionaea",
"209.141.56.95",56236,8088,"dionaea",
"91.126.245.15",8824,23,"dionaea",
"193.106.29.106",56795,13389,"dionaea",
"185.244.25.164",55885,8088,"dionaea",
"183.64.181.78",22896,1433,"dionaea",
"183.64.181.78",22811,1433,"dionaea",
"188.166.3.86",36419,8080,"dionaea",
"209.97.152.146",42251,8088,"dionaea",
"207.96.1.32",35218,5900,"dionaea",
"178.62.41.160",43318,8088,"dionaea",
"185.244.25.164",39838,8088,"dionaea",
"209.141.35.236",60058,8088,"dionaea",
"176.119.7.62",41290,540,"dionaea",
"37.79.38.70",1920,23,"dionaea",
"37.49.231.137",5104,5060,"dionaea",
"80.211.11.13",42975,8088,"dionaea",
"223.17.93.225",61254,5555,"dionaea",
"194.28.115.243",44623,33892,"dionaea",
"138.68.71.163",53094,8088,"dionaea",
"185.244.25.164",37087,8088,"dionaea",
"185.143.221.22",52283,3295,"dionaea",
"142.93.204.158",54206,8088,"dionaea",
"209.141.35.236",51667,8088,"dionaea",
"185.8.50.73",55972,8088,"dionaea",
"209.141.56.95",51523,8088,"dionaea",
"80.211.54.162",58749,8088,"dionaea",
"5.8.54.27",57163,8088,"dionaea",
"46.101.199.124",40636,8088,"dionaea",
"111.37.202.148",43508,23,"dionaea",
"46.101.9.8",45948,8088,"dionaea",
"46.101.208.222",53337,8088,"dionaea",
"68.183.123.55",40014,8088,"dionaea",
"176.119.4.18",44828,3686,"dionaea",
"209.97.152.146",33353,8088,"dionaea",
"66.240.192.138",14861,119,"dionaea",
"138.68.65.19",39454,8088,"dionaea",
"104.248.216.219",45949,8080,"dionaea",
"185.244.25.164",33699,8088,"dionaea",
"188.166.3.86",41266,8080,"dionaea",
"142.93.204.158",41631,8088,"dionaea",
"188.166.73.243",40821,8088,"dionaea",
"209.141.35.236",39299,8088,"dionaea",
"209.141.56.95",43249,8088,"dionaea",
"162.243.131.29",58119,264,"dionaea",
"185.244.25.164",38443,8088,"dionaea",
"205.185.119.229",57244,8088,"dionaea",
"185.8.50.73",44772,8088,"dionaea",
"185.244.25.164",51683,8088,"dionaea",
"209.141.56.95",51082,8088,"dionaea",
"80.211.11.13",45202,8088,"dionaea",
"83.209.255.221",41165,23,"dionaea",
"138.68.71.163",60050,8088,"dionaea",
"118.70.26.32",59019,23,"dionaea",
"138.68.65.19",59624,8088,"dionaea",
"46.101.199.124",36291,8088,"dionaea",
"178.62.41.160",33791,8088,"dionaea",
"68.183.123.55",34305,8088,"dionaea",
"185.255.31.14",46546,8222,"dionaea",
"188.166.3.86",43332,8080,"dionaea",
"185.244.25.164",49478,8088,"dionaea",
"176.119.4.18",44828,3758,"dionaea",
"188.166.3.86",43763,8080,"dionaea",
"80.82.77.33",6861,110,"dionaea",
"184.105.247.251",45056,7547,"dionaea",
"103.114.105.84",49124,3389,"dionaea",
"185.200.118.38",34188,3389,"dionaea",
"142.93.204.158",57046,8088,"dionaea",
"185.244.25.164",53667,8088,"dionaea",
"185.128.40.182",59440,1099,"dionaea",
"185.172.110.206",50638,81,"dionaea",
"138.68.71.163",48983,8088,"dionaea",
"188.166.3.86",54195,8080,"dionaea",
"188.166.73.243",45741,8088,"dionaea",
"46.101.9.8",52617,8088,"dionaea",
"188.166.3.86",60223,8080,"dionaea",
"68.183.123.55",32989,8088,"dionaea",
"176.119.4.18",44828,3709,"dionaea",
"194.28.115.243",44623,3380,"dionaea",
"80.211.11.13",39163,8088,"dionaea",
"188.166.3.86",50963,8080,"dionaea",
"198.108.67.40",24888,9018,"dionaea",
"46.101.199.124",59757,8088,"dionaea",
"185.244.25.164",52150,8088,"dionaea",
"5.188.206.22",59230,1010,"dionaea",
"209.141.56.95",40461,8088,"dionaea",
"27.14.81.238",7210,23,"dionaea",
"46.101.208.222",36178,8088,"dionaea",
"178.62.41.160",56981,8088,"dionaea",
"192.99.175.183",30424,5000,"dionaea",
"205.185.119.229",58236,8088,"dionaea",
"46.101.128.119",48706,8088,"dionaea",
"209.97.152.146",45981,8088,"dionaea",
"185.244.25.164",53666,8088,"dionaea",
"51.255.109.174",29114,6379,"dionaea",
"185.8.50.73",37401,8088,"dionaea",
"103.255.5.85",50144,5555,"dionaea",
"138.68.71.163",36144,8088,"dionaea",
"188.166.3.86",38107,8080,"dionaea",
"198.108.67.39",57237,6622,"dionaea",
"46.101.9.8",38485,8088,"dionaea",
"185.244.25.164",45436,8088,"dionaea",
"68.183.123.55",34863,8088,"dionaea",
"164.132.183.193",53021,8888,"dionaea",
"92.53.90.179",47246,5860,"dionaea",
"209.97.152.146",34676,8088,"dionaea",
"66.240.205.34",20368,9633,"dionaea",
"178.62.41.160",49128,8088,"dionaea",
"176.119.7.62",59493,7607,"dionaea",
"188.166.73.243",35781,8088,"dionaea",
"142.93.204.158",37131,8088,"dionaea",
"185.255.31.34",45167,6606,"dionaea",
"80.211.11.13",57689,8088,"dionaea",
"185.142.236.35",23320,2083,"dionaea",
"185.8.50.73",49302,8088,"dionaea",
"138.68.65.19",39744,8088,"dionaea",
"209.141.56.95",58996,8088,"dionaea",
"185.244.25.164",34686,8088,"dionaea",
"46.101.199.124",54811,8088,"dionaea",
"118.160.2.18",38380,23,"dionaea",
"185.244.25.203",38185,8088,"dionaea",
"107.170.218.242",57362,194,"dionaea",
"68.183.123.55",32782,8088,"dionaea",
"80.211.92.62",54779,8088,"dionaea",
"176.119.4.27",59393,23610,"dionaea",
"209.141.56.95",41739,8088,"dionaea",
"138.68.71.163",38756,8088,"dionaea",
"185.244.25.164",37408,8088,"dionaea",
"103.70.125.117",27013,23,"dionaea",
"184.105.247.212",36279,5555,"dionaea",
"138.68.65.19",57016,8088,"dionaea",
"5.188.206.252",49488,10001,"dionaea",
"198.108.67.34",63804,4040,"dionaea",
"185.8.50.73",47606,8088,"dionaea",
"185.244.25.164",46787,8088,"dionaea",
"188.166.3.86",54134,8080,"dionaea",
"46.101.208.222",35331,8088,"dionaea",
"80.211.11.13",33325,8088,"dionaea",
"176.119.4.18",44828,3795,"dionaea",
"188.246.226.45",49986,2289,"dionaea",
"178.62.41.160",40821,8088,"dionaea",
"209.141.56.95",47427,8088,"dionaea",
"46.101.128.119",41026,8088,"dionaea",
"46.101.9.8",39956,8088,"dionaea",
"58.218.66.227",64937,60001,"dionaea",
"185.244.25.164",32801,8088,"dionaea",
"188.166.73.243",42061,8088,"dionaea",
"188.166.3.86",56169,8080,"dionaea",
"94.177.170.32",44421,51372,"dionaea",
"124.176.152.211",60953,2323,"dionaea",
"46.101.199.124",35733,8088,"dionaea",
"68.183.123.55",39195,8088,"dionaea",
"185.244.25.164",60688,8088,"dionaea",
"185.244.25.203",45087,8088,"dionaea",
"104.248.216.219",39391,8080,"dionaea",
"46.201.9.244",28417,23,"dionaea",
"142.93.204.158",34524,8088,"dionaea",
"138.68.65.19",45434,8088,"dionaea",
"209.141.56.95",57378,8088,"dionaea",
"185.8.50.73",58139,8088,"dionaea",
"185.143.221.22",52283,3294,"dionaea",
"185.244.25.164",37392,8088,"dionaea",
"178.62.41.160",39847,8088,"dionaea",
"185.94.111.1",59962,646,"dionaea",
"46.101.208.222",53507,8088,"dionaea",
"194.55.142.100",51422,54013,"dionaea",
"71.6.167.142",29011,83,"dionaea",
"80.211.11.13",49126,8088,"dionaea",
"185.244.25.164",59810,8088,"dionaea",
"205.185.119.229",37738,8088,"dionaea",
"194.28.115.245",45522,7071,"dionaea",
"188.166.3.86",35042,8080,"dionaea",
"194.28.115.243",44623,3385,"dionaea",
"185.244.25.203",50226,8088,"dionaea",
"71.6.146.185",29011,2082,"dionaea",
"89.249.67.51",47310,5900,"dionaea",
"209.141.56.95",38150,8088,"dionaea",
"68.183.123.55",47590,8088,"dionaea",
"27.131.12.102",57612,80,"dionaea",
"142.93.204.158",58467,8088,"dionaea",
"103.84.143.84",14214,2323,"dionaea",
"188.166.3.86",55904,8080,"dionaea",
"185.244.25.164",34500,8088,"dionaea",
"188.166.73.243",44550,8088,"dionaea",
"172.104.94.253",52231,81,"dionaea",
"176.119.4.60",45629,50037,"dionaea",
"84.241.145.225",62079,2323,"dionaea",
"110.249.212.46",55555,8118,"dionaea",
"89.248.173.162",56997,3389,"dionaea",
"185.172.110.206",47118,81,"dionaea",
"185.244.25.164",56716,8088,"dionaea",
"138.68.71.163",52946,8088,"dionaea",
"176.119.7.62",57695,3043,"dionaea",
"116.255.156.205",6000,60001,"dionaea",
"142.93.204.158",57178,8088,"dionaea",
"198.108.67.44",47423,2050,"dionaea",
"68.183.123.55",50813,8088,"dionaea",
"80.211.11.13",59449,8088,"dionaea",
"125.64.94.200",51029,7443,"dionaea",
"77.72.85.8",46121,23390,"dionaea",
"188.166.73.243",58449,8088,"dionaea",
"185.244.25.164",59622,8088,"dionaea",
"209.141.56.95",50696,8088,"dionaea",
"138.68.65.19",46329,8088,"dionaea",
"109.248.9.16",41853,2617,"dionaea",
"107.170.208.141",52287,179,"dionaea",
"185.244.25.164",50978,8088,"dionaea",
"92.53.90.232",53407,1520,"dionaea",
"111.62.24.216",55278,6381,"dionaea",
"178.47.168.35",54163,23,"dionaea",
"176.119.4.18",44828,3665,"dionaea",
"185.8.50.73",45512,8088,"dionaea",
"46.101.199.124",44093,8088,"dionaea",
"176.119.4.18",44828,3764,"dionaea",
"68.183.123.55",41497,8088,"dionaea",
"188.166.3.86",47583,8080,"dionaea",
"178.62.41.160",33254,8088,"dionaea",
"194.28.115.243",44623,33689,"dionaea",
"5.188.206.252",49488,3369,"dionaea",
"185.244.25.164",43738,8088,"dionaea",
"209.141.56.95",41831,8088,"dionaea",
"117.3.142.35",38132,23,"dionaea",
"46.101.9.8",43185,8088,"dionaea",
"185.244.25.203",42115,8088,"dionaea",
"80.211.11.13",60613,8088,"dionaea",
"46.101.128.119",56799,8088,"dionaea",
"185.244.25.164",55405,8088,"dionaea",
"176.119.4.18",44828,3728,"dionaea",
"209.141.56.95",52401,8088,"dionaea",
"46.101.208.222",37855,8088,"dionaea",
"209.97.152.146",50348,8088,"dionaea",
"68.183.123.55",59930,8088,"dionaea",
"188.166.73.243",44470,8088,"dionaea",
"142.93.204.158",56337,8088,"dionaea",
"185.244.25.164",53136,8088,"dionaea",
"178.62.41.160",33244,8088,"dionaea",
"94.65.147.176",30088,23,"dionaea",
"209.141.56.95",45554,8088,"dionaea",
"188.166.3.86",58880,8080,"dionaea",
"185.244.25.164",33208,8088,"dionaea",
"104.248.216.219",33750,8080,"dionaea",
"188.166.3.86",41025,8080,"dionaea",
"138.68.65.19",56610,8088,"dionaea",
"77.72.85.8",46121,7342,"dionaea",
"92.53.90.181",53428,1591,"dionaea",
"188.166.3.86",36215,8080,"dionaea",
"68.183.123.55",57513,8088,"dionaea",
"185.244.25.203",49410,8088,"dionaea",
"46.101.9.8",53289,8088,"dionaea",
"46.101.199.124",49301,8088,"dionaea",
"188.166.3.86",59505,8080,"dionaea",
"185.244.25.164",43531,8088,"dionaea",
"80.211.11.13",56532,8088,"dionaea",
"80.211.92.62",45503,8088,"dionaea",
"77.72.85.8",46121,50000,"dionaea",
"185.244.25.164",39402,8088,"dionaea",
"123.249.71.239",53398,60001,"dionaea",
"176.119.4.18",44828,3762,"dionaea",
"46.101.9.8",35357,8088,"dionaea",
"5.188.206.22",59230,1004,"dionaea",
"68.183.123.55",49831,8088,"dionaea",
"176.119.4.27",55464,2691,"dionaea",
"176.119.7.62",55898,9907,"dionaea",
"209.141.56.95",45533,8088,"dionaea",
"142.93.204.158",46516,8088,"dionaea",
"46.101.128.119",56378,8088,"dionaea",
"185.244.25.164",49841,8088,"dionaea",
"46.101.208.222",58528,8088,"dionaea",
"209.97.152.146",33567,8088,"dionaea",
"185.143.221.42",55163,8080,"dionaea",
"185.8.50.73",56760,8088,"dionaea",
"185.244.25.164",45962,8088,"dionaea",
"188.166.3.86",43843,8080,"dionaea",
"209.141.56.95",51155,8088,"dionaea",
"178.62.41.160",47810,8088,"dionaea",
"80.211.11.13",45454,8088,"dionaea",
"77.72.85.8",46121,53391,"dionaea",
"68.183.123.55",40745,8088,"dionaea",
"185.56.8.216",42714,81,"dionaea",
"185.244.25.164",45007,8088,"dionaea",
"142.93.204.158",58649,8088,"dionaea",
"46.101.199.124",52923,8088,"dionaea",
"138.68.71.163",43914,8088,"dionaea",
"191.193.9.162",34258,8080,"dionaea",
"188.166.3.86",33319,8080,"dionaea",
"185.8.50.73",35592,8088,"dionaea",
"68.183.121.98",33515,8088,"dionaea",
"208.100.26.228",50739,5001,"dionaea",
"176.119.4.18",44828,3653,"dionaea",
"62.174.66.240",34854,8080,"dionaea",
"46.101.9.8",35787,8088,"dionaea",
"61.216.152.133",62004,12345,"dionaea",
"209.141.56.95",45630,8088,"dionaea",
"188.166.3.86",58239,8080,"dionaea",
"185.244.25.164",42907,8088,"dionaea",
"138.68.65.19",59184,8088,"dionaea",
"185.244.25.203",39710,8088,"dionaea",
"194.28.115.243",44623,5389,"dionaea",
"51.38.191.178",47198,8161,"dionaea",
"176.119.4.60",45629,50038,"dionaea",
"178.62.41.160",56246,8088,"dionaea",
"205.209.176.245",52378,60001,"dionaea",
"173.212.222.76",62368,52271,"dionaea",
"188.166.73.243",44487,8088,"dionaea",
"68.183.123.55",38333,8088,"dionaea",
"46.101.199.124",59308,8088,"dionaea",
"185.244.25.164",60262,8088,"dionaea",
"138.68.71.163",44211,8088,"dionaea",
"80.211.11.13",41694,8088,"dionaea",
"176.119.7.62",54101,66,"dionaea",
"68.183.121.98",44171,8088,"dionaea",
"138.68.65.19",59115,8088,"dionaea",
"209.141.56.95",36537,8088,"dionaea",
"185.244.25.164",54596,8088,"dionaea",
"185.255.31.34",45167,4404,"dionaea",
"184.105.247.252",59451,8443,"dionaea",
"68.183.123.55",55191,8088,"dionaea",
"185.8.50.73",53759,8088,"dionaea",
"178.62.41.160",48027,8088,"dionaea",
"185.244.25.164",35681,8088,"dionaea",
"176.119.4.18",44828,3621,"dionaea",
"206.189.154.210",48933,3389,"dionaea",
"58.246.247.194",50304,33398,"dionaea",
"185.200.118.37",47319,1723,"dionaea",
"185.244.25.164",41427,8088,"dionaea",
"91.89.239.151",52463,16379,"dionaea",
"68.183.123.55",48819,8088,"dionaea",
"68.183.121.98",33588,8088,"dionaea",
"185.244.25.164",33464,8088,"dionaea",
"80.211.11.13",60361,8088,"dionaea",
"5.188.206.22",59230,8000,"dionaea",
"185.244.25.203",41508,8088,"dionaea",
"205.185.119.229",49075,8088,"dionaea",
"107.170.217.45",34888,5060,"dionaea",
"88.165.63.5",62839,23,"dionaea",
"176.119.4.27",53499,45675,"dionaea",
"188.166.73.243",37735,8088,"dionaea",
"167.99.233.235",26140,23,"dionaea",
"46.101.208.222",36114,8088,"dionaea",
"185.143.221.16",52090,3383,"dionaea",
"185.8.50.73",40408,8088,"dionaea",
"185.244.25.164",35752,8088,"dionaea",
"138.68.71.163",48534,8088,"dionaea",
"209.141.56.95",34142,8088,"dionaea",
"68.183.123.55",58258,8088,"dionaea",
"5.8.54.27",51632,8088,"dionaea",
"46.101.128.119",53172,8088,"dionaea",
"46.101.9.8",51375,8088,"dionaea",
"46.101.199.124",38785,8088,"dionaea",
